Sentinel_ID,Date,Chla_Value,Turbidity_NTU,Shrinkage_Percent
SAS1412_001,2020-08-01,13.7343235,36.78479,0.3220000000000027
SAS1412_002,2020-08-02,13.6243235,36.88955499999999,0.2950000000000017
SAS1412_003,2020-08-03,13.6543235,36.816675,0.3359999999999983
SAS1412_004,2020-08-04,13.8243235,36.78479,0.3829999999999955
SAS1412_005,2020-08-05,13.6743235,36.853115,0.4170000000000016
SAS1412_006,2020-08-06,13.8243235,36.871335,0.3829999999999955
SAS1412_007,2020-08-07,13.8343235,36.675470000000004,0.3870000000000004
SAS1412_008,2020-08-08,13.9243235,36.907775,0.3990000000000009
SAS1412_009,2020-08-09,13.9343235,36.734685,0.4039999999999963
SAS1412_010,2020-08-10,13.7843235,36.93055,0.4339999999999975
SAS1412_011,2020-08-11,13.8343235,36.907775,0.4609999999999983
SAS1412_012,2020-08-12,13.8943235,36.639030000000005,0.4549999999999983
SAS1412_013,2020-08-13,14.0043235,36.752905,0.4330000000000069
SAS1412_014,2020-08-14,13.8643235,36.52971,0.4099999999999966
SAS1412_015,2020-08-15,13.844323500000002,36.848560000000006,0.3979999999999959
SAS1412_016,2020-08-16,13.7143235,36.93510499999999,0.4260000000000019
SAS1412_017,2020-08-17,13.8043235,36.58436999999999,0.4569999999999936
SAS1412_018,2020-08-18,13.9943235,36.880445,0.4309999999999974
SAS1412_019,2020-08-19,14.1043235,36.88955499999999,0.4459999999999979
SAS1412_020,2020-08-20,13.9743235,36.693690000000004,0.4680000000000035
SAS1412_021,2020-08-21,14.1043235,36.757459999999995,0.5100000000000051
SAS1412_022,2020-08-22,13.9343235,36.953325,0.4989999999999952
SAS1412_023,2020-08-23,14.1043235,36.62081,0.5360000000000014
SAS1412_024,2020-08-24,14.094323500000002,36.91233,0.5310000000000059
SAS1412_025,2020-08-25,14.1343235,36.825784999999996,0.5570000000000022
SAS1412_026,2020-08-26,14.1443235,36.898665,0.561000000000007
SAS1412_027,2020-08-27,14.1743235,36.588925,0.5319999999999965
SAS1412_028,2020-08-28,14.1143235,36.962435,0.5060000000000002
SAS1412_029,2020-08-29,13.9243235,36.853115,0.5310000000000059
SAS1412_030,2020-08-30,13.844323500000002,36.616254999999995,0.5150000000000006
SAS1412_031,2020-08-31,13.844323500000002,36.652695,0.5120000000000005
SAS1412_032,2020-09-01,13.8643235,36.680025,0.5499999999999972
SAS1412_033,2020-09-02,13.844323500000002,36.730129999999996,0.5150000000000006
SAS1412_034,2020-09-03,13.8043235,36.739239999999995,0.5100000000000051
SAS1412_035,2020-09-04,13.7543235,36.907775,0.4970000000000001
SAS1412_036,2020-09-05,13.7143235,36.93510499999999,0.5420000000000016
SAS1412_037,2020-09-06,13.8843235,36.780235000000005,0.5450000000000017
SAS1412_038,2020-09-07,13.7643235,36.762015000000005,0.5849999999999935
SAS1412_039,2020-09-08,13.6743235,36.93055,0.617999999999995
SAS1412_040,2020-09-09,13.8543235,36.74835,0.5810000000000031
SAS1412_041,2020-09-10,13.8843235,36.789345,0.5409999999999968
SAS1412_042,2020-09-11,14.0143235,36.52971,0.5859999999999983
SAS1412_043,2020-09-12,14.0443235,36.91688499999999,0.5580000000000069
SAS1412_044,2020-09-13,14.0043235,36.95788,0.5240000000000009
SAS1412_045,2020-09-14,14.1643235,36.80300999999999,0.5090000000000003
SAS1412_046,2020-09-15,14.0543235,36.948769999999996,0.5
SAS1412_047,2020-09-16,13.9143235,36.7028,0.5330000000000013
SAS1412_048,2020-09-17,13.9343235,36.661805,0.5499999999999972
SAS1412_049,2020-09-18,13.8043235,36.57070499999999,0.561000000000007
